"","X","dates","areas","time"
"1",1,1988.8825136612,15.4863,-31.1174863387978
"2",2,1993.43835616438,29.4039,-26.5616438356165
"3",3,1993.50684931507,27.7659,-26.4931506849316
"4",4,1993.5698630137,28.953,-26.4301369863015
"5",5,1993.74520547945,16.425,-26.2547945205479
"6",6,1994.40273972603,29.8449,-25.5972602739726
"7",7,1994.4904109589,25.2009,-25.509589041096
"8",8,1994.51506849315,23.0868,-25.4849315068493
"9",9,1994.66575342466,15.5313,-25.3342465753424
"10",10,1995.36712328767,28.908,-24.6328767123289
"11",11,1996.00546448087,15.0372,-23.9945355191257
"12",12,1996.5737704918,22.2525,-23.4262295081967
"13",13,1996.68032786885,16.8903,-23.3196721311476
"14",14,1996.72404371585,16.254,-23.2759562841529
"15",15,1997.68767123288,16.9704,-22.3123287671233
"16",16,1998.54520547945,1.3005,-21.4547945205479
"17",17,1998.60821917808,20.9169,-21.3917808219178
"18",18,1998.69589041096,17.9397,-21.304109589041
"19",19,1998.7397260274,23.094,-21.2602739726028
"20",20,1998.76438356164,20.8494,-21.2356164383561
"21",21,1998.78356164384,18.7407,-21.2164383561644
"22",22,1999.68219178082,21.3813,-20.317808219178
"23",23,2000.53825136612,23.4468,-19.4617486338798
"24",24,2000.64480874317,18.8469,-19.3551912568305
"25",25,2000.6693989071,18.8352,-19.3306010928961
"26",26,2001.56438356164,18.0207,-18.4356164383562
"27",27,2001.63287671233,21.2265,-18.3671232876711
"28",28,2001.76438356164,18.1422,-18.2356164383561
"29",29,2001.85205479452,21.9816,-18.1479452054793
"30",30,2002.42191780822,29.9448,-17.5780821917808
"31",31,2002.44109589041,28.7109,-17.5589041095891
"32",32,2002.64109589041,18.8919,-17.358904109589
"33",33,2002.6602739726,18.4059,-17.3397260273973
"34",34,2003.53698630137,17.1612,-16.4630136986302
"35",35,2003.66849315068,14.1381,-16.331506849315
"36",36,2003.71232876712,17.2314,-16.2876712328766
"37",37,2003.82465753425,13.2111,-16.1753424657534
"38",38,2004.36885245902,22.9338,-15.6311475409836
"39",39,2004.45628415301,22.5495,-15.5437158469945
"40",40,2004.61202185792,0.4023,-15.3879781420765
"41",41,2004.69945355191,12.4326,-15.3005464480875
"42",42,2005.55068493151,19.0143,-14.4493150684932
"43",43,2005.59452054795,16.2603,-14.4054794520548
"44",44,2005.61917808219,0.567,-14.3808219178081
"45",45,2005.63835616438,15.2523,-14.3616438356164
"46",46,2005.66301369863,12.7629,-14.33698630137
"47",47,2005.68219178082,12.9393,-14.317808219178
"48",48,2005.70684931507,14.5314,-14.2931506849316
"49",49,2005.75068493151,11.8737,-14.2493150684932
"50",50,2005.9698630137,9.8532,-14.0301369863014
"51",51,2006.32054794521,19.1781,-13.6794520547944
"52",52,2006.51506849315,17.0073,-13.4849315068493
"53",53,2006.5397260274,15.9732,-13.4602739726026
"54",54,2006.67123287671,0.333,-13.3287671232877
"55",55,2006.6904109589,14.616,-13.3095890410959
"56",56,2006.84657534247,12.195,-13.1534246575343
"57",57,2007.08493150685,16.254,-12.9150684931508
"58",58,2007.28493150685,19.1088,-12.7150684931507
