"","X","dates","areas","time"
"1",1,1988.8825136612,1.2195,-31.1174863387978
"2",2,1992.45628415301,1.9881,-27.5437158469945
"3",3,1993.43835616438,1.98,-26.5616438356165
"4",4,1993.61369863014,1.7919,-26.3863013698631
"5",5,1994.3397260274,1.9863,-25.6602739726027
"6",6,1994.40273972603,1.9854,-25.5972602739726
"7",7,1994.42739726027,1.9845,-25.5726027397261
"8",8,1994.4904109589,1.9683,-25.509589041096
"9",9,1994.66575342466,1.4805,-25.3342465753424
"10",10,1995.14794520548,1.8072,-24.8520547945207
"11",11,1995.36712328767,1.9755,-24.6328767123289
"12",12,1995.87397260274,1.1628,-24.1260273972603
"13",13,1996.68032786885,1.3905,-23.3196721311476
"14",14,1996.72404371585,1.4148,-23.2759562841529
"15",15,1997.68767123288,1.5147,-22.3123287671233
"16",16,1998.54520547945,1.9197,-21.4547945205479
"17",17,1998.76438356164,1.647,-21.2356164383561
"18",18,1998.78356164384,1.4814,-21.2164383561644
"19",19,1999.2904109589,1.9872,-20.7095890410958
"20",20,2000.53825136612,1.953,-19.4617486338798
"21",21,2000.62568306011,1.8774,-19.3743169398906
"22",22,2000.64480874317,1.7604,-19.3551912568305
"23",23,2000.6693989071,1.7703,-19.3306010928961
"24",24,2001.50136986301,1.9683,-18.4986301369863
"25",25,2001.56438356164,1.764,-18.4356164383562
"26",26,2001.76438356164,1.5687,-18.2356164383561
"27",27,2002.44109589041,1.9782,-17.5589041095891
"28",28,2002.64109589041,1.7514,-17.358904109589
"29",29,2002.6602739726,1.6533,-17.3397260273973
"30",30,2003.53698630137,1.3455,-16.4630136986302
"31",31,2003.8,0.7812,-16.2
"32",32,2003.82465753425,1.0107,-16.1753424657534
"33",33,2004.45628415301,1.3716,-15.5437158469945
"34",34,2004.61202185792,1.3788,-15.3879781420765
"35",35,2004.69945355191,1.3437,-15.3005464480875
"36",36,2005.04931506849,1.3896,-14.9506849315069
"37",37,2005.41917808219,1.3617,-14.5808219178082
"38",38,2005.53150684932,1.5516,-14.4684931506849
"39",39,2005.59452054795,1.1241,-14.4054794520548
"40",40,2005.66301369863,1.3473,-14.33698630137
"41",41,2005.68219178082,1.125,-14.317808219178
"42",42,2005.70684931507,1.4229,-14.2931506849316
"43",43,2005.75068493151,1.2555,-14.2493150684932
"44",44,2005.9698630137,0.8433,-14.0301369863014
"45",45,2006.32054794521,1.4481,-13.6794520547944
"46",46,2006.36438356164,1.5363,-13.6356164383562
"47",47,2006.51506849315,1.0998,-13.4849315068493
"48",48,2006.5397260274,1.3527,-13.4602739726026
"49",49,2007.08493150685,0.945,-12.9150684931508
"50",50,2007.28493150685,1.5426,-12.7150684931507
"51",51,2007.54794520548,1.3536,-12.4520547945206
"52",52,2007.59178082192,1.512,-12.4082191780822
"53",53,2007.69863013699,1.1709,-12.3013698630136
"54",54,2007.72328767123,1.1826,-12.2767123287672
"55",55,2007.74246575342,0.909,-12.2575342465752
"56",56,2007.76712328767,1.0314,-12.2328767123288
"57",57,2007.8301369863,0.7353,-12.1698630136987
"58",58,2007.85479452055,0.7317,-12.145205479452
"59",59,2007.87397260274,0.6525,-12.1260273972603
"60",60,2008.33606557377,1.4976,-11.6639344262296
"61",61,2008.44535519126,1.9872,-11.5546448087432
"62",62,2008.48907103825,1.9197,-11.5109289617487
"63",63,2008.50819672131,1.8288,-11.4918032786886
"64",64,2008.5737704918,1.2483,-11.4262295081967
"65",65,2008.59836065574,1.2231,-11.4016393442623
"66",66,2008.81693989071,1.0359,-11.1830601092897
"67",67,2009.05753424658,1.6839,-10.9424657534246
"68",68,2009.49589041096,1.9881,-10.504109589041
"69",69,2009.53698630137,1.2285,-10.4630136986302
"70",70,2009.56164383562,1.557,-10.4383561643835
"71",71,2009.60547945205,1.3284,-10.3945205479451
"72",72,2009.64931506849,1.4121,-10.3506849315067
"73",73,2009.77808219178,1.8027,-10.2219178082191
"74",74,2010.54520547945,1.3365,-9.45479452054792
"75",75,2010.56712328767,1.9503,-9.43287671232883
"76",76,2011.31232876712,1.9809,-8.68767123287671
"77",77,2011.31506849315,1.4229,-8.68493150684935
"78",78,2011.33424657534,1.4013,-8.66575342465762
"79",79,2011.33698630137,1.9791,-8.66301369863004
"80",80,2011.46849315068,1.9575,-8.53150684931506
"81",81,2011.48767123288,1.8639,-8.51232876712334
"82",82,2011.5095890411,1.3653,-8.49041095890402
"83",83,2011.61917808219,0.9909,-8.38082191780813
"84",84,2011.64109589041,0.8586,-8.35890410958905
"85",85,2011.68493150685,1.0359,-8.31506849315065
"86",86,2011.75068493151,1.6416,-8.24931506849316
"87",87,2011.75342465753,1.197,-8.2465753424658
"88",88,2012.49726775956,1.3518,-7.50273224043713
"89",89,2012.51639344262,1.2717,-7.48360655737702
"90",90,2012.64754098361,1.341,-7.35245901639337
"91",91,2012.6912568306,1.2645,-7.30874316939889
"92",92,2013.41369863014,1.9863,-6.58630136986312
"93",93,2013.43561643836,1.3995,-6.56438356164381
"94",94,2013.43835616438,1.9863,-6.56164383561645
"95",95,2013.50136986301,1.9692,-6.49863013698632
"96",96,2013.50410958904,1.5534,-6.49589041095896
"97",97,2013.54520547945,1.8639,-6.45479452054792
"98",98,2013.56712328767,1.2366,-6.43287671232883
"99",99,2013.58904109589,1.7901,-6.41095890410952
"100",100,2013.59178082192,1.4445,-6.40821917808216
"101",101,2013.61095890411,0.8145,-6.38904109589043
"102",102,2013.65753424658,1.809,-6.34246575342468
"103",103,2013.67945205479,1.4121,-6.32054794520559
"104",104,2013.69863013699,1.1358,-6.30136986301363
"105",105,2013.72328767123,1.287,-6.27671232876719
"106",106,2013.74246575342,1.1241,-6.25753424657523
"107",107,2013.74520547945,1.638,-6.25479452054788
"108",108,2013.76438356164,1.4922,-6.23561643835615
"109",109,2013.76712328767,1.1439,-6.23287671232879
"110",110,2013.78630136986,0.8856,-6.21369863013706
"111",111,2013.85205479452,1.4238,-6.14794520547935
"112",112,2013.85479452055,1.0656,-6.14520547945199
"113",113,2013.87397260274,0.8721,-6.12602739726026
"114",114,2013.87671232877,1.3203,-6.1232876712329
"115",115,2013.98356164384,1.1232,-6.01643835616437
"116",116,2014.15890410959,1.7001,-5.841095890411
"117",117,2014.24657534247,1.9098,-5.7534246575342
"118",118,2014.44657534247,1.9881,-5.55342465753415
"119",119,2014.53424657534,1.9476,-5.46575342465758
"120",120,2014.55342465753,1.8441,-5.44657534246585
"121",121,2014.66575342466,1.6155,-5.33424657534238
"122",122,2014.68493150685,1.6443,-5.31506849315065
"123",123,2014.68767123288,0.5967,-5.31232876712329
"124",124,2014.70684931507,1.0737,-5.29315068493156
"125",125,2014.7095890411,1.5498,-5.2904109589042
"126",126,2014.72876712329,1.3797,-5.27123287671225
"127",127,2014.75068493151,1.0044,-5.24931506849316
"128",128,2014.75342465753,1.3401,-5.2465753424658
"129",129,2014.77260273973,1.3797,-5.22739726027407
"130",130,2015.03561643836,1.5228,-4.9643835616439
"131",131,2015.19178082192,1.9782,-4.80821917808225
"132",132,2015.27945205479,1.9341,-4.72054794520545
"133",133,2015.32328767123,1.971,-4.67671232876705
"134",134,2015.38630136986,1.7982,-4.61369863013692
"135",135,2015.5397260274,1.0593,-4.46027397260264
"136",136,2015.60821917808,1.2735,-4.39178082191779
"137",137,2015.62739726027,1.0836,-4.37260273972606
"138",138,2015.67397260274,1.7379,-4.3260273972603
"139",139,2015.7397260274,0.9171,-4.26027397260282
"140",140,2015.78082191781,1.2951,-4.21917808219177
"141",141,2015.78356164384,1.017,-4.21643835616442
"142",142,2015.82739726027,1.0917,-4.17260273972602
"143",143,2016.15573770492,1.6398,-3.84426229508199
"144",144,2016.17486338798,1.746,-3.82513661202188
"145",145,2016.3306010929,1.9827,-3.66939890710387
"146",146,2016.34972677596,1.9818,-3.65027322404376
"147",147,2016.43715846995,1.9863,-3.56284153005458
"148",148,2016.46174863388,1.9881,-3.53825136612022
"149",149,2016.48087431694,1.9791,-3.51912568306011
"150",150,2016.48360655738,1.5471,-3.51639344262298
"151",151,2016.50273224044,1.3095,-3.49726775956287
"152",152,2016.69945355191,1.7829,-3.30054644808752
"153",153,2016.70218579235,1.2843,-3.29781420765016
"154",154,2016.74316939891,1.6929,-3.25683060109282
"155",155,2016.7868852459,1.5129,-3.21311475409834
"156",156,2016.78961748634,1.1736,-3.21038251366122
"157",157,2016.81147540984,1.4103,-3.18852459016398
"158",158,2016.85245901639,0.8244,-3.14754098360663
"159",159,2017.0301369863,1.2861,-2.96986301369861
"160",160,2017.13698630137,1.7757,-2.86301369863008
"161",161,2017.26849315068,1.9773,-2.73150684931511
"162",162,2017.2904109589,1.4013,-2.7095890410958
"163",163,2017.31232876712,1.971,-2.68767123287671
"164",164,2017.35616438356,1.9773,-2.64383561643831
"165",165,2017.38082191781,1.9863,-2.61917808219187
"166",166,2017.48767123288,1.9836,-2.51232876712334
"167",167,2017.4904109589,1.5453,-2.50958904109598
"168",168,2017.53150684932,1.8234,-2.46849315068494
"169",169,2017.57534246575,1.8288,-2.42465753424653
"170",170,2017.57808219178,1.4805,-2.42191780821918
"171",171,2017.59726027397,1.1061,-2.40273972602745
"172",172,2017.61917808219,1.7163,-2.38082191780813
"173",173,2017.62191780822,1.404,-2.37808219178078
"174",174,2017.64109589041,1.0548,-2.35890410958905
"175",175,2017.68493150685,1.3275,-2.31506849315065
"176",176,2017.68767123288,1.8873,-2.31232876712329
"177",177,2017.75068493151,1.7604,-2.24931506849316
"178",178,2017.77534246575,1.5966,-2.22465753424649
"179",179,2017.83835616438,1.2195,-2.16164383561636
"180",180,2017.84109589041,0.9783,-2.158904109589
"181",181,2018.32054794521,1.9593,-1.67945205479441
"182",182,2018.34520547945,1.9764,-1.65479452054797
"183",183,2018.40821917808,1.9854,-1.59178082191784
"184",184,2018.49589041096,1.8468,-1.50410958904104
"185",185,2018.5397260274,1.7595,-1.46027397260264
"186",186,2018.56164383562,0.9981,-1.43835616438355
"187",187,2018.58356164384,1.512,-1.41643835616446
"188",188,2018.58630136986,1.1943,-1.41369863013688
"189",189,2018.64931506849,1.0089,-1.35068493150675
"190",190,2018.65205479452,1.521,-1.34794520547939
"191",191,2018.67123287671,0.9108,-1.32876712328766
"192",192,2018.69315068493,0.5823,-1.30684931506858
"193",193,2018.69589041096,1.6263,-1.30410958904099
"194",194,2019.04657534247,1.7064,-0.953424657534242
"195",195,2019.1095890411,1.8099,-0.890410958904113
"196",196,2019.13424657534,1.6263,-0.865753424657441
"197",197,2019.17808219178,1.8387,-0.821917808219268
"198",198,2019.32876712329,1.9791,-0.671232876712338
"199",199,2019.50410958904,1.9836,-0.495890410958964
"200",200,2019.52602739726,1.2699,-0.47397260273965
"201",201,2019.54794520548,1.9476,-0.452054794520564
"202",202,2019.55068493151,1.5165,-0.449315068493206
"203",203,2019.63561643836,1.5345,-0.364383561643763
"204",204,2019.6602739726,1.7343,-0.339726027397319
"205",205,2019.67945205479,1.4994,-0.32054794520559
"206",206,2019.68219178082,1.2024,-0.317808219178005
"207",207,2019.70136986301,0.756,-0.298630136986276
"208",208,2019.70410958904,1.0188,-0.295890410958918
"209",209,2019.72328767123,1.062,-0.276712328767189
"210",210,2019.72602739726,0.9441,-0.273972602739832
"211",211,2019.74520547945,0.1089,-0.254794520547875
"212",212,2019.79178082192,1.503,-0.208219178082118
"213",213,2019.92328767123,1.1781,-0.0767123287671438
