"","X","dates","areas","time"
"1",1,1989.40821917808,29.0556,-30.5917808219178
"2",2,1993.43835616438,29.0403,-26.5616438356165
"3",3,1993.74520547945,21.8817,-26.2547945205479
"4",4,1994.40273972603,29.0439,-25.5972602739726
"5",5,1994.4904109589,28.1196,-25.509589041096
"6",6,1994.57808219178,24.6636,-25.4219178082192
"7",7,1994.66575342466,22.1085,-25.3342465753424
"8",8,1995.36712328767,28.8027,-24.6328767123289
"9",9,1996.68032786885,23.1336,-23.3196721311476
"10",10,1996.72404371585,21.4623,-23.2759562841529
"11",11,1997.51232876712,28.2825,-22.4876712328767
"12",12,1997.68767123288,20.6739,-22.3123287671233
"13",13,1998.69589041096,23.8806,-21.304109589041
"14",14,1998.7397260274,23.4486,-21.2602739726028
"15",15,1998.78356164384,21.0942,-21.2164383561644
"16",16,2001.41095890411,28.5597,-18.5890410958905
"17",17,2001.43287671233,28.3788,-18.5671232876712
"18",18,2001.56438356164,24.21,-18.4356164383562
"19",19,2001.67397260274,22.5153,-18.3260273972603
"20",20,2002.44109589041,29.178,-17.5589041095891
"21",21,2002.6602739726,23.8545,-17.3397260273973
"22",22,2003.66849315068,22.446,-16.331506849315
"23",23,2003.71232876712,23.7924,-16.2876712328766
"24",24,2004.36885245902,26.8965,-15.6311475409836
"25",25,2004.45628415301,26.9676,-15.5437158469945
"26",26,2004.67486338798,22.5369,-15.3251366120219
"27",27,2005.33150684932,27.4887,-14.668493150685
"28",28,2005.55068493151,26.0955,-14.4493150684932
"29",29,2005.63835616438,23.7915,-14.3616438356164
"30",30,2005.68219178082,21.8241,-14.317808219178
"31",31,2005.72602739726,20.2158,-14.2739726027398
"32",32,2006.51506849315,26.1684,-13.4849315068493
"33",33,2006.64657534247,21.5253,-13.3534246575343
"34",34,2006.6904109589,21.051,-13.3095890410959
"35",35,2007.52328767123,25.9128,-12.4767123287672
"36",36,2007.65479452055,21.2364,-12.345205479452
"37",37,2007.69863013699,20.7558,-12.3013698630136
"38",38,2007.74246575342,18.2682,-12.2575342465752
"39",39,2008.44262295082,26.3871,-11.5573770491803
"40",40,2008.48633879781,25.0038,-11.5136612021859
"41",41,2008.50819672131,24.9192,-11.4918032786886
"42",42,2008.5737704918,20.4462,-11.4262295081967
"43",43,2008.6174863388,20.4498,-11.3825136612022
"44",44,2008.70491803279,19.8126,-11.295081967213
"45",45,2008.92349726776,19.4778,-11.0765027322404
"46",46,2009.53698630137,27.3159,-10.4630136986302
"47",47,2009.55890410959,28.3482,-10.4410958904109
"48",48,2009.58082191781,27.3456,-10.4191780821918
"49",49,2009.60273972603,27.4482,-10.3972602739725
"50",50,2009.64657534247,25.5582,-10.3534246575343
"51",51,2010.41369863014,28.9476,-9.58630136986312
"52",52,2010.50136986301,28.7766,-9.49863013698632
"53",53,2010.54520547945,28.3293,-9.45479452054792
"54",54,2010.56712328767,28.5813,-9.43287671232883
"55",55,2010.58904109589,27.4527,-9.41095890410952
"56",56,2010.61095890411,27.2853,-9.38904109589043
"57",57,2010.63287671233,26.352,-9.36712328767112
"58",58,2010.67671232877,24.5664,-9.32328767123295
"59",59,2011.31232876712,29.0403,-8.68767123287671
"60",60,2011.48767123288,28.2645,-8.51232876712334
"61",61,2011.53150684932,26.883,-8.46849315068494
"62",62,2011.61917808219,22.194,-8.38082191780813
"63",63,2011.64109589041,22.0203,-8.35890410958905
"64",64,2011.75068493151,20.7396,-8.24931506849316
"65",65,2012.51639344262,28.8306,-7.48360655737702
"66",66,2012.64754098361,24.9993,-7.35245901639337
"67",67,2013.32602739726,29.2932,-6.6739726027397
"68",68,2013.3698630137,29.2131,-6.6301369863013
"69",69,2013.41369863014,29.2545,-6.58630136986312
"70",70,2013.43561643836,28.3437,-6.56438356164381
"71",71,2013.47945205479,27.7056,-6.52054794520541
"72",72,2013.50136986301,28.926,-6.49863013698632
"73",73,2013.54520547945,27.7677,-6.45479452054792
"74",74,2013.56712328767,26.5644,-6.43287671232883
"75",75,2013.65479452055,24.1173,-6.34520547945203
"76",76,2013.69863013699,22.068,-6.30136986301363
"77",77,2013.74246575342,20.3589,-6.25753424657523
"78",78,2013.76438356164,18.4392,-6.23561643835615
"79",79,2013.78630136986,18.504,-6.21369863013706
"80",80,2013.85205479452,22.6737,-6.14794520547935
"81",81,2014.15890410959,24.9363,-5.841095890411
"82",82,2014.24657534247,28.5579,-5.7534246575342
"83",83,2014.33424657534,29.1447,-5.66575342465762
"84",84,2014.55342465753,26.8956,-5.44657534246585
"85",85,2014.59726027397,23.841,-5.40273972602745
"86",86,2014.70684931507,24.2208,-5.29315068493156
"87",87,2014.8602739726,21.9024,-5.13972602739727
"88",88,2014.94794520548,24.2073,-5.05205479452047
"89",89,2015.03561643836,22.2111,-4.9643835616439
"90",90,2015.21095890411,28.1142,-4.7890410958903
"91",91,2015.38630136986,29.1492,-4.61369863013692
"92",92,2015.62739726027,22.833,-4.37260273972606
"93",93,2015.73698630137,20.9412,-4.26301369863017
"94",94,2015.78082191781,21.1428,-4.21917808219177
"95",95,2015.82465753425,23.5188,-4.17534246575337
"96",96,2015.91232876712,20.0718,-4.0876712328768
"97",97,2015.95616438356,19.9647,-4.0438356164384
"98",98,2016.17486338798,25.2639,-3.82513661202188
"99",99,2016.48087431694,28.8171,-3.51912568306011
"100",100,2016.65573770492,23.0607,-3.34426229508199
"101",101,2016.72131147541,21.3471,-3.27868852459005
"102",102,2016.74316939891,20.6343,-3.25683060109282
"103",103,2016.7868852459,21.195,-3.21311475409834
"104",104,2017.18082191781,26.4033,-2.81917808219168
"105",105,2017.22465753425,29.3886,-2.77534246575351
"106",106,2017.26849315068,29.1564,-2.73150684931511
"107",107,2017.31232876712,29.2023,-2.68767123287671
"108",108,2017.44383561644,28.8522,-2.55616438356174
"109",109,2017.61917808219,24.012,-2.38082191780813
"110",110,2017.64109589041,21.933,-2.35890410958905
"111",111,2017.68493150685,22.0653,-2.31506849315065
"112",112,2017.75068493151,23.0634,-2.24931506849316
