"","X","dates","areas","time"
"1",1,1999.93150684932,18.1782,-20.0684931506848
"2",2,2000.01912568306,15.1425,-19.9808743169399
"3",3,2000.10655737705,13.9419,-19.8934426229507
"4",4,2000.15027322404,11.6064,-19.8497267759562
"5",5,2000.28142076503,9.2304,-19.7185792349726
"6",6,2000.63114754098,22.347,-19.3688524590164
"7",7,2000.71857923497,22.2381,-19.2814207650274
"8",8,2000.80601092896,25.4907,-19.1939890710382
"9",9,2001.02465753425,18.2295,-18.9753424657533
"10",10,2001.2,11.745,-18.8
"11",11,2001.24383561644,16.434,-18.7561643835616
"12",12,2001.33150684932,9.1872,-18.668493150685
"13",13,2001.41917808219,17.7975,-18.5808219178082
"14",14,2001.46301369863,11.4453,-18.5369863013698
"15",15,2001.50684931507,9.1188,-18.4931506849316
"16",16,2001.68219178082,19.4544,-18.317808219178
"17",17,2001.81369863014,20.5407,-18.186301369863
"18",18,2001.94520547945,22.6998,-18.0547945205481
"19",19,2002.07671232877,12.8421,-17.9232876712329
"20",20,2002.12054794521,11.4543,-17.8794520547945
"21",21,2002.25205479452,15.3531,-17.7479452054795
"22",22,2002.42739726027,11.8827,-17.5726027397261
"23",23,2002.51506849315,23.5143,-17.4849315068493
"24",24,2002.55890410959,16.1883,-17.4410958904109
"25",25,2002.86575342466,24.4503,-17.1342465753426
"26",26,2002.99726027397,20.3004,-17.0027397260274
"27",27,2003.08493150685,16.1307,-16.9150684931508
"28",28,2003.21643835616,12.6837,-16.7835616438356
"29",29,2003.30410958904,12.2139,-16.695890410959
"30",30,2003.39178082192,11.3751,-16.6082191780822
"31",31,2003.5698630137,7.2063,-16.4301369863015
"32",32,2003.58904109589,14.2128,-16.4109589041095
"33",33,2003.65479452055,14.4243,-16.345205479452
"34",34,2003.65753424658,11.1888,-16.3424657534247
"35",35,2003.70136986301,18.486,-16.2986301369863
"36",36,2003.78630136986,22.266,-16.2136986301371
"37",37,2003.78904109589,14.0508,-16.2109589041097
"38",38,2003.87671232877,15.5727,-16.1232876712329
"39",39,2003.89589041096,22.7124,-16.1041095890412
