"","X","dates","areas","time"
"1",1,1984.31420765027,14.94,-35.6857923497269
"2",2,1984.44535519126,14.9931,-35.5546448087432
"3",3,1984.75136612022,3.7458,-35.2486338797814
"4",4,1984.79508196721,9.3456,-35.204918032787
"5",5,1984.9262295082,6.9822,-35.0737704918033
"6",6,1985.14520547945,10.4328,-34.854794520548
"7",7,1985.30136986301,14.841,-34.6986301369864
"8",8,1985.40821917808,14.6349,-34.5917808219178
"9",9,1985.52054794521,13.0365,-34.4794520547946
"10",10,1985.56438356164,11.7117,-34.4356164383562
"11",11,1985.60821917808,11.3454,-34.3917808219178
"12",12,1985.62739726027,10.3887,-34.3726027397261
"13",13,1985.69589041096,9.4545,-34.304109589041
"14",14,1985.80273972603,8.0973,-34.1972602739727
"15",15,1985.91506849315,7.0389,-34.0849315068492
"16",16,1986.19726027397,10.1646,-33.8027397260273
"17",17,1986.48493150685,12.7332,-33.5150684931507
"18",18,1986.52876712329,12.5289,-33.4712328767123
"19",19,1986.57260273973,11.9169,-33.4273972602739
"20",20,1986.61643835616,10.7442,-33.3835616438357
"21",21,1986.63561643836,1.9242,-33.3643835616438
"22",22,1986.67945205479,5.6646,-33.3205479452056
"23",23,1986.70410958904,11.6415,-33.2958904109589
"24",24,1986.74794520548,8.6625,-33.2520547945205
"25",25,1986.79178082192,8.1054,-33.2082191780821
"26",26,1986.94246575342,6.4224,-33.0575342465754
"27",27,1987.05479452055,7.1415,-32.9452054794519
"28",28,1987.09863013699,8.0145,-32.9013698630138
"29",29,1987.29315068493,14.5872,-32.7068493150684
"30",30,1987.49315068493,13.5819,-32.5068493150684
"31",31,1987.6,10.9278,-32.4000000000001
"32",32,1987.62465753425,11.4948,-32.3753424657534
"33",33,1987.68767123288,9.5742,-32.3123287671233
"34",34,1987.71232876712,7.6887,-32.2876712328766
"35",35,1987.8,10.7793,-32.2
"36",36,1987.84383561644,7.929,-32.1561643835616
"37",37,1988.34426229508,14.7339,-31.655737704918
"38",38,1988.36885245902,14.6331,-31.6311475409836
"39",39,1988.45628415301,14.1453,-31.5437158469945
"40",40,1988.47540983607,13.5648,-31.5245901639344
"41",41,1988.54371584699,11.9592,-31.4562841530055
"42",42,1988.56284153005,10.9584,-31.4371584699454
"43",43,1988.60655737705,10.7127,-31.3934426229507
"44",44,1988.63114754098,10.0989,-31.3688524590164
"45",45,1988.69398907104,8.2008,-31.3060109289618
"46",46,1988.71857923497,10.0953,-31.2814207650274
"47",47,1988.73770491803,9.2331,-31.2622950819673
"48",48,1989.08767123288,6.5349,-30.9123287671232
"49",49,1989.11232876712,8.1324,-30.8876712328768
"50",50,1989.17534246575,8.1018,-30.8246575342466
"51",51,1989.28767123288,15.3324,-30.7123287671234
"52",52,1989.50684931507,12.1716,-30.4931506849316
"53",53,1989.55068493151,11.1582,-30.4493150684932
"54",54,1989.61369863014,1.2033,-30.3863013698631
"55",55,1989.68219178082,10.1619,-30.317808219178
"56",56,1989.78904109589,5.553,-30.2109589041097
"57",57,1989.87671232877,7.3908,-30.1232876712329
"58",58,1989.98904109589,6.1578,-30.0109589041097
"59",59,1990.03287671233,6.5637,-29.9671232876713
"60",60,1990.20821917808,12.348,-29.7917808219179
"61",61,1990.4904109589,11.8224,-29.509589041096
"62",62,1990.53424657534,10.8423,-29.4657534246576
"63",63,1990.57808219178,11.2509,-29.4219178082192
"64",64,1990.60273972603,9.8001,-29.3972602739725
"65",65,1990.62191780822,9.0297,-29.3780821917808
"66",66,1990.66575342466,8.9118,-29.3342465753424
"67",67,1990.6904109589,9.1566,-29.3095890410959
"68",68,1990.75342465753,8.7714,-29.2465753424658
"69",69,1990.79726027397,6.6069,-29.2027397260274
"70",70,1990.92876712329,6.7662,-29.0712328767124
"71",71,1991.14794520548,9.6435,-28.8520547945207
"72",72,1991.41095890411,14.1948,-28.5890410958905
"73",73,1991.47945205479,12.663,-28.5205479452054
"74",74,1991.52328767123,11.6622,-28.4767123287672
"75",75,1991.54246575342,10.7343,-28.4575342465753
"76",76,1991.61095890411,10.9035,-28.3890410958904
"77",77,1991.6301369863,9.2016,-28.3698630136987
"78",78,1991.65479452055,10.6389,-28.345205479452
"79",79,1991.67397260274,8.3763,-28.3260273972603
"80",80,1992.00546448087,7.8003,-27.9945355191257
"81",81,1992.06830601093,10.0035,-27.9316939890709
"82",82,1992.31147540984,14.9274,-27.688524590164
"83",83,1992.35519125683,14.5836,-27.6448087431695
"84",84,1992.63661202186,2.4012,-27.3633879781421
