"","X","dates","areas","time"
"1",1,1999.6,16.4376,-20.4000000000001
"2",2,1999.86301369863,23.328,-20.1369863013699
"3",3,1999.95068493151,23.0058,-20.0493150684931
"4",4,2000.12568306011,19.0656,-19.8743169398906
"5",5,2000.43169398907,12.5829,-19.5683060109291
"6",6,2000.95628415301,24.8877,-19.0437158469945
"7",7,2001.04383561644,23.8248,-18.9561643835616
"8",8,2001.13150684931,19.9557,-18.868493150685
"9",9,2001.17534246575,17.7372,-18.8246575342466
"10",10,2001.21917808219,15.6834,-18.7808219178082
"11",11,2001.26301369863,17.4879,-18.7369863013698
"12",12,2001.43835616438,12.2652,-18.5616438356165
"13",13,2001.65753424658,21.2463,-18.3424657534247
"14",14,2002.05205479452,19.449,-17.9479452054795
"15",15,2002.18356164384,16.3836,-17.8164383561643
"16",16,2002.22739726027,17.5131,-17.7726027397259
"17",17,2002.35890410959,11.7225,-17.641095890411
"18",18,2002.57808219178,14.4693,-17.4219178082192
"19",19,2003.01643835616,24.0687,-16.9835616438356
"20",20,2003.14794520548,24.1146,-16.8520547945207
"21",21,2003.19178082192,18.1026,-16.8082191780823
"22",22,2003.27945205479,14.3325,-16.7205479452055
"23",23,2003.36712328767,14.2434,-16.6328767123289
"24",24,2003.58630136986,14.1408,-16.4136986301369
"25",25,2003.78356164384,28.2123,-16.2164383561644
"26",26,2003.89315068493,24.9075,-16.1068493150685
"27",27,2003.89589041096,15.6132,-16.1041095890412
"28",28,2003.91506849315,27.0387,-16.0849315068492
"29",29,2003.93698630137,23.6511,-16.0630136986301
"30",30,2004.09016393443,19.9296,-15.9098360655737
"31",31,2004.24316939891,16.3503,-15.7568306010928
"32",32,2004.2650273224,18.1836,-15.7349726775956
"33",33,2004.3087431694,13.3281,-15.6912568306011
"34",34,2004.37431693989,11.7792,-15.6256830601094
"35",35,2004.37704918033,5.4657,-15.622950819672
"36",36,2004.43989071038,11.637,-15.5601092896175
"37",37,2004.6393442623,8.793,-15.360655737705
"38",38,2004.65846994536,22.3191,-15.3415300546449
"39",39,2004.68032786885,22.3632,-15.3196721311476
"40",40,2004.74590163934,27.4014,-15.2540983606557
"41",41,2004.77049180328,14.6349,-15.2295081967213
"42",42,2004.85519125683,24.7806,-15.1448087431695
"43",43,2005.07397260274,20.3967,-14.9260273972602
"44",44,2005.1397260274,19.0674,-14.8602739726027
"45",45,2005.20547945205,19.0656,-14.7945205479452
"46",46,2005.24931506849,14.9985,-14.7506849315068
"47",47,2005.42465753425,12.8637,-14.5753424657535
"48",48,2005.44657534247,11.9493,-14.5534246575342
"49",49,2005.46849315068,11.6487,-14.5315068493151
"50",50,2005.57808219178,14.6358,-14.4219178082192
"51",51,2005.60273972603,7.5645,-14.3972602739725
"52",52,2005.64383561644,18.5265,-14.3561643835617
"53",53,2005.64657534247,12.7152,-14.3534246575343
"54",54,2005.68767123288,21.114,-14.3123287671233
"55",55,2005.6904109589,15.3216,-14.3095890410959
"56",56,2005.7095890411,25.101,-14.2904109589042
"57",57,2005.73150684932,23.1336,-14.2684931506849
"58",58,2005.90684931507,21.9249,-14.0931506849315
"59",59,2005.99452054795,19.4103,-14.0054794520547
"60",60,2006.08219178082,17.6985,-13.9178082191781
"61",61,2006.10410958904,19.1853,-13.8958904109588
"62",62,2006.12602739726,16.4394,-13.8739726027397
"63",63,2006.14794520548,17.7408,-13.8520547945207
"64",64,2006.1698630137,16.7949,-13.8301369863013
"65",65,2006.19178082192,25.8957,-13.8082191780823
"66",66,2006.27945205479,20.0601,-13.7205479452055
"67",67,2006.32328767123,17.0676,-13.6767123287671
"68",68,2006.36712328767,14.7213,-13.6328767123289
"69",69,2006.41095890411,11.7603,-13.5890410958905
"70",70,2006.47671232877,11.1708,-13.5232876712328
"71",71,2006.56438356164,13.4334,-13.4356164383562
"72",72,2006.58630136986,15.5349,-13.4136986301369
"73",73,2006.69589041096,22.1958,-13.304109589041
"74",74,2006.69863013699,8.5284,-13.3013698630136
"75",75,2006.8301369863,17.8443,-13.1698630136987
"76",76,2006.93698630137,26.4447,-13.0630136986301
"77",77,2007.00273972603,22.5513,-12.9972602739726
"78",78,2007.00547945205,23.1354,-12.9945205479453
"79",79,2007.06849315068,21.5172,-12.9315068493152
"80",80,2007.0904109589,20.4912,-12.9095890410958
"81",81,2007.09315068493,21.6369,-12.9068493150685
"82",82,2007.11232876712,22.9464,-12.8876712328768
"83",83,2007.13424657534,18.5067,-12.8657534246574
"84",84,2007.13698630137,16.1829,-12.8630136986301
"85",85,2007.15616438356,18.5373,-12.8438356164384
"86",86,2007.17808219178,16.9794,-12.8219178082193
"87",87,2007.22191780822,15.0651,-12.7780821917809
"88",88,2007.26575342466,15.7581,-12.7342465753425
"89",89,2007.39726027397,12.834,-12.6027397260275
"90",90,2007.44109589041,12.0438,-12.5589041095891
"91",91,2007.52876712329,12.0429,-12.4712328767123
"92",92,2007.61643835616,17.2584,-12.3835616438357
"93",93,2007.87945205479,24.7383,-12.1205479452055
"94",94,2007.90410958904,10.1529,-12.0958904109589
"95",95,2008.03551912568,6.0984,-11.9644808743169
"96",96,2008.18579234973,15.6924,-11.8142076502731
"97",97,2008.27322404372,12.6837,-11.7267759562842
"98",98,2008.49180327869,11.9619,-11.5081967213114
"99",99,2008.86612021858,7.2747,-11.1338797814208
"100",100,2008.97267759563,21.1104,-11.0273224043715
"101",101,2009.0602739726,18.1728,-10.9397260273972
"102",102,2009.08219178082,17.7552,-10.9178082191781
"103",103,2009.27945205479,13.7475,-10.7205479452055
"104",104,2009.30410958904,3.3012,-10.695890410959
"105",105,2009.39178082192,7.8408,-10.6082191780822
"106",106,2009.41095890411,11.8152,-10.5890410958905
"107",107,2009.45479452055,15.3423,-10.5452054794521
"108",108,2009.6301369863,19.0764,-10.3698630136987
"109",109,2009.67397260274,23.058,-10.3260273972603
"110",110,2009.80547945205,25.8705,-10.1945205479451
"111",111,2009.84931506849,25.6851,-10.1506849315069
"112",112,2009.93698630137,24.3207,-10.0630136986301
"113",113,2010.0904109589,19.5741,-9.90958904109584
"114",114,2010.09315068493,8.4897,-9.90684931506848
"115",115,2010.13424657534,17.9379,-9.86575342465744
"116",116,2010.18082191781,7.7967,-9.81917808219168
"117",117,2010.26849315068,5.1336,-9.73150684931511
"118",118,2010.37534246575,12.1356,-9.62465753424658
"119",119,2010.41917808219,11.5326,-9.58082191780818
"120",120,2010.50684931507,11.6622,-9.49315068493161
"121",121,2010.68219178082,22.7718,-9.317808219178
"122",122,2010.81369863014,26.2107,-9.18630136986303
"123",123,2010.90136986301,22.077,-9.09863013698623
"124",124,2010.98904109589,19.9728,-9.01095890410966
"125",125,2011.03287671233,17.8461,-8.96712328767126
"126",126,2011.12054794521,15.5232,-8.87945205479446
"127",127,2011.29589041096,14.6052,-8.70410958904108
"128",128,2011.42739726027,12.294,-8.57260273972611
"129",129,2011.60273972603,16.7463,-8.39726027397251
"130",130,2011.86575342466,24.8643,-8.13424657534256
