"","dates","areas","time"
"1",1986.87397260274,37.5768,-33.1260273972603
"2",1986.89863013699,37.3572,-33.1013698630136
"3",1986.91780821918,34.9371,-33.0821917808219
"4",1987.86301369863,37.0539,-32.1369863013699
"5",1987.90684931507,31.7538,-32.0931506849315
"6",1987.99452054795,34.9713,-32.0054794520547
"7",1988.10109289617,35.6463,-31.8989071038252
"8",1989.72054794521,30.2526,-30.2794520547945
"9",1989.9397260274,36.4518,-30.0602739726028
"10",1990.00821917808,37.2411,-29.9917808219177
"11",1990.02739726027,36.1647,-29.972602739726
"12",1990.05205479452,38.916,-29.9479452054795
"13",1990.31506849315,48.9537,-29.6849315068494
"14",1990.35890410959,46.9782,-29.641095890411
"15",1990.88493150685,28.8378,-29.1150684931506
"16",1990.94794520548,34.7517,-29.0520547945205
"17",1990.97260273973,35.0325,-29.027397260274
"18",1991.21095890411,44.9469,-28.7890410958903
"19",1991.80547945205,33.8796,-28.1945205479451
"20",1991.86849315069,35.4564,-28.131506849315
"21",1991.93698630137,36.2529,-28.0630136986301
"22",1991.95616438356,34.6959,-28.0438356164384
"23",1992.41803278689,41.418,-27.5819672131147
"24",1992.43715846995,41.3163,-27.5628415300546
"25",1992.59289617486,37.3572,-27.4071038251366
"26",1992.94262295082,40.4019,-27.0573770491803
"27",1993.09315068493,42.4134,-26.9068493150685
"28",1993.24931506849,51.7149,-26.7506849315068
"29",1993.86301369863,34.4025,-26.1369863013699
"30",1993.90684931507,31.1202,-26.0931506849315
"31",1993.92602739726,29.1402,-26.0739726027398
"32",1993.99452054795,31.4091,-26.0054794520547
"33",1994.8904109589,32.2506,-25.1095890410959
"34",1994.93424657534,36.0909,-25.0657534246575
"35",1994.97808219178,32.4468,-25.0219178082191
"36",1995.35342465753,46.6164,-24.6465753424657
"37",1995.81095890411,26.0208,-24.1890410958904
"38",1996.0737704918,38.6757,-23.9262295081967
"39",1996.09836065574,37.8882,-23.9016393442623
"40",1996.81693989071,27.5976,-23.1830601092897
"41",1996.92896174863,31.4793,-23.0710382513662
"42",1996.97267759563,30.5937,-23.0273224043715
"43",1996.99180327869,29.4066,-23.0081967213114
"44",1997.34246575342,45.8478,-22.6575342465753
"45",1997.36712328767,48.7071,-22.6328767123289
"46",1997.71780821918,36.0945,-22.2821917808219
"47",1997.76164383562,37.4418,-22.2383561643835
"48",1997.84931506849,35.4996,-22.1506849315069
"49",1997.89315068493,41.1993,-22.1068493150685
"50",1998.39452054795,40.7232,-21.6054794520549
"51",1998.78904109589,27.6831,-21.2109589041097
"52",1998.92054794521,32.8095,-21.0794520547945
"53",1998.98904109589,31.4739,-21.0109589041097
"54",1999.00821917808,31.2003,-20.9917808219177
"55",1999.07671232877,33.6861,-20.9232876712329
"56",1999.09589041096,30.8799,-20.9041095890411
"57",1999.12054794521,35.2656,-20.8794520547945
"58",1999.81917808219,33.6528,-20.1808219178083
"59",1999.82191780822,33.2073,-20.1780821917807
"60",1999.86575342466,34.4286,-20.1342465753426
"61",1999.99726027397,31.1211,-20.0027397260274
"62",2000.01639344262,16.6032,-19.983606557377
"63",2000.36612021858,44.4618,-19.6338797814208
"64",2000.54098360656,33.0813,-19.4590163934427
"65",2000.76229508197,33.7707,-19.2377049180327
"66",2000.84699453552,32.1156,-19.1530054644809
"67",2000.93442622951,34.9497,-19.0655737704917
"68",2000.95901639344,35.9658,-19.0409836065573
"69",2000.9781420765,31.5207,-19.0218579234972
"70",2000.98087431694,32.4963,-19.0191256830601
"71",2001.04657534247,34.1316,-18.9534246575342
"72",2001.50684931507,31.3236,-18.4931506849316
"73",2001.83561643836,37.5759,-18.1643835616439
"74",2001.89863013699,29.457,-18.1013698630136
"75",2001.90136986301,29.5605,-18.0986301369862
"76",2001.92054794521,27.0432,-18.0794520547945
"77",2001.92328767123,26.649,-18.0767123287671
"78",2001.96712328767,29.2329,-18.0328767123287
"79",2001.98630136986,27.0369,-18.013698630137
"80",2001.98904109589,28.8603,-18.0109589041097
"81",2002.00821917808,27.1557,-17.9917808219177
"82",2002.2301369863,48.8871,-17.7698630136986
