"","dates","areas","time"
"1",1999.64931506849,44.2728,-20.3506849315067
"2",1999.73698630137,50.0166,-20.2630136986302
"3",1999.93150684932,35.9316,-20.0684931506848
"4",2000.01912568306,27.5868,-19.9808743169399
"5",2000.04371584699,26.154,-19.9562841530055
"6",2000.13114754098,20.6478,-19.8688524590164
"7",2000.28142076503,16.6293,-19.7185792349726
"8",2000.39344262295,29.7882,-19.6065573770493
"9",2000.52459016393,35.7633,-19.4754098360656
"10",2000.58743169399,35.9055,-19.4125683060108
"11",2000.63114754098,45.8712,-19.3688524590164
"12",2001.00547945205,48.6108,-18.9945205479453
"13",2001.02465753425,35.2818,-18.9753424657533
"14",2001.13698630137,26.1837,-18.8630136986301
"15",2001.2,23.1912,-18.8
"16",2001.24383561644,34.2216,-18.7561643835616
"17",2001.33150684932,18.4833,-18.668493150685
"18",2001.4,32.1354,-18.5999999999999
"19",2001.41917808219,42.6933,-18.5808219178082
"20",2001.46301369863,26.9397,-18.5369863013698
"21",2001.66301369863,45.2916,-18.33698630137
"22",2001.75068493151,45.1278,-18.2493150684932
"23",2001.81369863014,45.1926,-18.186301369863
"24",2002.10136986301,25.4592,-17.8986301369864
"25",2002.12054794521,21.8178,-17.8794520547945
"26",2002.18904109589,22.3398,-17.8109589041096
"27",2002.25205479452,46.5264,-17.7479452054795
"28",2002.27671232877,23.7663,-17.7232876712328
"29",2002.40821917808,28.9971,-17.5917808219178
"30",2002.42739726027,26.5887,-17.5726027397261
"31",2002.45205479452,36.0189,-17.5479452054794
"32",2002.49589041096,35.1828,-17.504109589041
"33",2002.55890410959,34.1118,-17.4410958904109
"34",2002.86575342466,55.4076,-17.1342465753426
"35",2002.9095890411,47.4552,-17.0904109589042
"36",2002.99726027397,41.9895,-17.0027397260274
"37",2003.06575342466,41.1777,-16.9342465753425
"38",2003.08493150685,32.2155,-16.9150684931508
"39",2003.15342465753,37.8981,-16.8465753424657
"40",2003.19726027397,27.5391,-16.8027397260273
"41",2003.21643835616,24.6285,-16.7835616438356
"42",2003.30410958904,26.262,-16.695890410959
"43",2003.39178082192,25.8948,-16.6082191780822
"44",2003.54794520548,21.5145,-16.4520547945206
"45",2003.5698630137,47.3886,-16.4301369863015
"46",2003.58904109589,32.3046,-16.4109589041095
"47",2003.65753424658,42.5835,-16.3424657534247
"48",2003.78630136986,43.7076,-16.2136986301371
"49",2003.78904109589,54.5535,-16.2109589041097
"50",2003.87671232877,52.2846,-16.1232876712329
"51",2003.89589041096,53.5554,-16.1041095890412
"52",2003.92054794521,52.2027,-16.0794520547945
"53",2003.9397260274,43.2063,-16.0602739726028
"54",2004.07103825137,32.7609,-15.9289617486338
"55",2004.0956284153,29.4165,-15.9043715846994
"56",2004.22404371585,22.1841,-15.7759562841529
"57",2004.28961748634,16.0182,-15.7103825136612
"58",2004.29234972678,15.6177,-15.7076502732241
"59",2004.31147540984,19.1835,-15.688524590164
"60",2004.31420765027,20.9844,-15.6857923497269
