"","dates","areas","time"
"1",1999.84383561644,4.9086,-20.1561643835616
"2",1999.93150684932,4.0122,-20.0684931506848
"3",2000.01912568306,2.7819,-19.9808743169399
"4",2000.10655737705,1.6407,-19.8934426229507
"5",2000.15027322404,1.2105,-19.8497267759562
"6",2000.28142076503,1.3338,-19.7185792349726
"7",2000.58743169399,4.2984,-19.4125683060108
"8",2000.63114754098,4.6161,-19.3688524590164
"9",2000.80601092896,7.767,-19.1939890710382
"10",2001.02465753425,4.6062,-18.9753424657533
"11",2001.2,1.4895,-18.8
"12",2001.24383561644,4.5036,-18.7561643835616
"13",2001.28767123288,3.4218,-18.7123287671234
"14",2001.33150684932,2.1663,-18.668493150685
"15",2001.41917808219,3.1986,-18.5808219178082
"16",2001.46301369863,3.6378,-18.5369863013698
"17",2001.50684931507,3.6792,-18.4931506849316
"18",2001.68219178082,4.8042,-18.317808219178
"19",2001.94520547945,7.3602,-18.0547945205481
"20",2002.07671232877,1.6659,-17.9232876712329
"21",2002.12054794521,1.2222,-17.8794520547945
"22",2002.25205479452,3.9258,-17.7479452054795
"23",2002.42739726027,3.6378,-17.5726027397261
"24",2002.55890410959,3.9663,-17.4410958904109
"25",2002.99726027397,5.6466,-17.0027397260274
"26",2003.08493150685,3.4101,-16.9150684931508
"27",2003.21643835616,1.9611,-16.7835616438356
"28",2003.39178082192,3.3075,-16.6082191780822
"29",2003.58904109589,3.7629,-16.4109589041095
"30",2003.61095890411,3.9906,-16.3890410958904
"31",2003.78630136986,7.56,-16.2136986301371
"32",2003.89589041096,6.7203,-16.1041095890412
"33",2003.91780821918,6.5079,-16.0821917808219
"34",2003.9397260274,5.6349,-16.0602739726028
"35",2004.00546448087,4.6566,-15.9945355191257
"36",2004.07103825137,2.7261,-15.9289617486338
"37",2004.09289617486,2.187,-15.9071038251366
"38",2004.18032786885,4.0185,-15.8196721311476
"39",2004.22404371585,3.9897,-15.7759562841529
"40",2004.26775956284,3.8709,-15.7322404371585
"41",2004.31147540984,2.6163,-15.688524590164
"42",2004.39890710383,4.9554,-15.6010928961748
"43",2004.44262295082,3.5559,-15.5573770491803
"44",2004.85792349727,6.7779,-15.1420765027322
"45",2004.87978142077,8.028,-15.1202185792349
"46",2004.90163934426,7.4538,-15.0983606557377
"47",2005.12054794521,4.0491,-14.8794520547945
"48",2005.16438356164,0.0954,-14.8356164383561
"49",2005.2301369863,1.8261,-14.7698630136986
"50",2005.31780821918,2.8998,-14.682191780822
"51",2005.38356164384,4.2345,-14.6164383561643
"52",2005.49315068493,3.4803,-14.5068493150684
"53",2005.60273972603,4.2984,-14.3972602739725
"54",2005.62465753425,4.4325,-14.3753424657534
"55",2005.64657534247,5.2092,-14.3534246575343
"56",2005.6904109589,5.1966,-14.3095890410959
"57",2005.97534246575,3.645,-14.0246575342467
"58",2006.06301369863,2.5533,-13.9369863013699
"59",2006.10684931507,1.7343,-13.8931506849315
"60",2006.12876712329,2.5344,-13.8712328767124
"61",2006.15068493151,1.4184,-13.8493150684931
"62",2006.32602739726,3.3129,-13.6739726027397
"63",2006.3698630137,2.898,-13.6301369863013
"64",2006.41369863014,3.3696,-13.5863013698631
"65",2006.56712328767,3.7476,-13.4328767123288
"66",2006.58904109589,3.6459,-13.4109589041095
"67",2006.67671232877,5.7573,-13.3232876712329
"68",2006.69863013699,6.4971,-13.3013698630136
"69",2007.00547945205,1.2456,-12.9945205479453
"70",2007.09315068493,3.357,-12.9068493150685
"71",2007.13698630137,2.4633,-12.8630136986301
"72",2007.24657534247,3.1509,-12.7534246575342
"73",2007.5095890411,3.8916,-12.490410958904
"74",2007.64109589041,4.635,-12.358904109589
"75",2007.68493150685,5.4801,-12.3150684931506
"76",2007.72876712329,6.651,-12.2712328767122
"77",2007.90410958904,0.0432,-12.0958904109589
"78",2008.21038251366,1.0134,-11.7896174863388
"79",2008.29781420765,2.9862,-11.7021857923498
"80",2008.34153005464,3.528,-11.6584699453551
"81",2008.6912568306,6.5286,-11.3087431693989
"82",2008.77868852459,7.4799,-11.2213114754099
"83",2008.80054644809,7.8264,-11.1994535519125
"84",2008.86612021858,6.4845,-11.1338797814208
"85",2008.97540983607,4.2624,-11.0245901639344
"86",2009.08493150685,2.9547,-10.9150684931508
"87",2009.12876712329,1.3095,-10.8712328767124
"88",2009.21643835616,1.809,-10.7835616438356
"89",2009.30410958904,1.8225,-10.695890410959
"90",2009.39178082192,4.6782,-10.6082191780822
"91",2010.07123287671,2.4057,-9.92876712328757
"92",2010.09315068493,0.0261,-9.90684931506848
"93",2010.13698630137,0.0027,-9.86301369863008
"94",2010.90410958904,4.7547,-9.09589041095887
"95",2011.12328767123,1.0269,-8.8767123287671
"96",2011.21095890411,1.9773,-8.7890410958903
"97",2011.32054794521,1.2564,-8.67945205479441
"98",2011.5397260274,3.6981,-8.46027397260264
"99",2011.80273972603,7.722,-8.19726027397269
"100",2011.93424657534,5.3406,-8.06575342465749
