"","dates","areas","time"
"1",1999.64931506849,7.3431,-20.3506849315067
"2",1999.73698630137,9.0801,-20.2630136986302
"3",1999.95616438356,7.7139,-20.0438356164384
"4",2000.01912568306,6.7374,-19.9808743169399
"5",2000.04371584699,6.5862,-19.9562841530055
"6",2000.10655737705,6.4404,-19.8934426229507
"7",2000.13114754098,5.5809,-19.8688524590164
"8",2000.15027322404,6.0822,-19.8497267759562
"9",2000.28142076503,4.1076,-19.7185792349726
"10",2000.39344262295,6.2145,-19.6065573770493
"11",2000.41256830601,11.4048,-19.5874316939892
"12",2000.52459016393,8.1414,-19.4754098360656
"13",2000.58743169399,5.6574,-19.4125683060108
"14",2000.63114754098,7.6464,-19.3688524590164
"15",2000.80601092896,10.1925,-19.1939890710382
"16",2000.8306010929,10.0215,-19.1693989071039
"17",2001.00547945205,8.5572,-18.9945205479453
"18",2001.02465753425,7.5816,-18.9753424657533
"19",2001.13698630137,6.1398,-18.8630136986301
"20",2001.2,5.1975,-18.8
"21",2001.24383561644,6.5817,-18.7561643835616
"22",2001.33150684932,3.609,-18.668493150685
"23",2001.4,4.4523,-18.5999999999999
"24",2001.46301369863,4.2498,-18.5369863013698
"25",2001.66301369863,7.3125,-18.33698630137
"26",2001.75068493151,8.8344,-18.2493150684932
"27",2001.81369863014,8.5428,-18.186301369863
"28",2001.94520547945,9.0468,-18.0547945205481
"29",2001.9698630137,7.4034,-18.0301369863014
"30",2002.07671232877,6.3018,-17.9232876712329
"31",2002.10136986301,5.9634,-17.8986301369864
"32",2002.12054794521,5.6106,-17.8794520547945
"33",2002.18904109589,5.4342,-17.8109589041096
"34",2002.23287671233,5.3064,-17.7671232876712
"35",2002.25205479452,6.4935,-17.7479452054795
"36",2002.27671232877,4.7844,-17.7232876712328
"37",2002.40821917808,4.3578,-17.5917808219178
"38",2002.42739726027,4.0167,-17.5726027397261
"39",2002.45205479452,4.9545,-17.5479452054794
"40",2002.49589041096,4.3191,-17.504109589041
"41",2002.5397260274,10.521,-17.4602739726026
"42",2002.86575342466,9.9081,-17.1342465753426
"43",2002.9095890411,9.1953,-17.0904109589042
"44",2002.93424657534,8.8758,-17.0657534246575
"45",2002.99726027397,8.3088,-17.0027397260274
"46",2003.06575342466,7.6734,-16.9342465753425
"47",2003.08493150685,6.8697,-16.9150684931508
"48",2003.15342465753,7.5285,-16.8465753424657
"49",2003.19726027397,5.895,-16.8027397260273
"50",2003.21643835616,5.3577,-16.7835616438356
"51",2003.30410958904,4.8492,-16.695890410959
"52",2003.39178082192,6.2622,-16.6082191780822
"53",2003.54794520548,2.7621,-16.4520547945206
"54",2003.58904109589,5.1867,-16.4109589041095
"55",2003.65753424658,6.9903,-16.3424657534247
"56",2003.76438356164,10.5678,-16.2356164383561
"57",2003.78630136986,8.6562,-16.2136986301371
"58",2003.78904109589,10.368,-16.2109589041097
"59",2003.87671232877,9.8055,-16.1232876712329
"60",2003.89589041096,9.5634,-16.1041095890412
"61",2003.91780821918,7.4988,-16.0821917808219
"62",2003.92054794521,10.4841,-16.0794520547945
"63",2003.9397260274,8.6076,-16.0602739726028
"64",2004.05191256831,7.5411,-15.9480874316939
"65",2004.07103825137,7.0758,-15.9289617486338
"66",2004.0956284153,7.011,-15.9043715846994
"67",2004.16120218579,4.0347,-15.8387978142077
"68",2004.22404371585,4.7583,-15.7759562841529
"69",2004.29234972678,2.8863,-15.7076502732241
"70",2004.31147540984,3.546,-15.688524590164
"71",2004.31420765027,4.3092,-15.6857923497269
"72",2004.44262295082,3.4866,-15.5573770491803
"73",2004.44535519126,9.8046,-15.5546448087432
"74",2004.57650273224,5.6529,-15.4234972677596
"75",2004.81420765027,9.7245,-15.1857923497269
"76",2004.81693989071,6.4881,-15.1830601092897
"77",2004.85792349727,9.1251,-15.1420765027322
"78",2004.90163934426,10.1187,-15.0983606557377
"79",2004.9043715847,6.0498,-15.0956284153006
"80",2005.10136986301,6.4485,-14.8986301369864
"81",2005.12054794521,6.6024,-14.8794520547945
"82",2005.14520547945,6.8157,-14.854794520548
"83",2005.16438356164,5.9139,-14.8356164383561
"84",2005.16712328767,3.7881,-14.8328767123287
"85",2005.18904109589,9.6093,-14.8109589041096
"86",2005.20821917808,5.8401,-14.7917808219179
"87",2005.2301369863,4.7439,-14.7698630136986
"88",2005.23287671233,5.274,-14.7671232876712
"89",2005.25479452055,2.9511,-14.7452054794521
"90",2005.27397260274,4.0941,-14.7260273972602
"91",2005.29863013699,2.7477,-14.7013698630137
"92",2005.31780821918,3.5883,-14.682191780822
"93",2005.36438356164,7.8048,-14.6356164383562
"94",2005.38630136986,2.1069,-14.6136986301369
"95",2005.40821917808,8.8821,-14.5917808219178
"96",2005.45205479452,3.8853,-14.5479452054794
"97",2005.49315068493,3.4722,-14.5068493150684
"98",2005.49589041096,5.85,-14.504109589041
"99",2005.51780821918,2.5947,-14.4821917808219
"100",2005.62465753425,5.7177,-14.3753424657534
"101",2005.64657534247,6.6897,-14.3534246575343
"102",2005.6904109589,7.3638,-14.3095890410959
"103",2005.69315068493,4.5909,-14.3068493150686
"104",2005.78082191781,6.1299,-14.2191780821918
"105",2005.84657534247,8.2611,-14.1534246575343
"106",2005.91232876712,5.2704,-14.0876712328768
"107",2005.95616438356,4.3659,-14.0438356164384
"108",2005.97534246575,6.0066,-14.0246575342467
"109",2006.01917808219,6.3504,-13.9808219178083
"110",2006.06301369863,5.3622,-13.9369863013699
"111",2006.06575342466,6.453,-13.9342465753425
"112",2006.08767123288,3.9726,-13.9123287671232
"113",2006.10684931507,5.0607,-13.8931506849315
"114",2006.12876712329,5.6727,-13.8712328767124
"115",2006.13150684931,3.6117,-13.868493150685
"116",2006.15068493151,4.5522,-13.8493150684931
"117",2006.21917808219,3.3516,-13.7808219178082
"118",2006.23835616438,4.0635,-13.7616438356165
"119",2006.41369863014,2.5047,-13.5863013698631
"120",2006.48219178082,2.9106,-13.5178082191781
"121",2006.56712328767,5.2749,-13.4328767123288
"122",2006.58904109589,4.9473,-13.4109589041095
"123",2006.59178082192,10.4283,-13.4082191780822
"124",2006.65479452055,8.6823,-13.345205479452
"125",2006.92054794521,5.8518,-13.0794520547945
"126",2006.9397260274,7.3341,-13.0602739726028
"127",2006.94246575342,8.7174,-13.0575342465754
"128",2007.00547945205,8.2224,-12.9945205479453
"129",2007.00821917808,5.3271,-12.9917808219177
"130",2007.09315068493,6.5862,-12.9068493150685
"131",2007.09589041096,4.3164,-12.9041095890411
"132",2007.11506849315,5.4801,-12.8849315068494
"133",2007.15890410959,4.9716,-12.841095890411
"134",2007.18356164384,3.8727,-12.8164383561643
"135",2007.22739726027,4.0266,-12.7726027397259
"136",2007.24657534247,4.3803,-12.7534246575342
"137",2007.33424657534,8.1045,-12.6657534246576
"138",2007.35890410959,2.6577,-12.641095890411
"139",2007.40273972603,2.4975,-12.5972602739726
"140",2007.53424657534,2.7279,-12.4657534246576
"141",2007.64109589041,5.9967,-12.358904109589
"142",2007.68493150685,7.2603,-12.3150684931506
"143",2007.68767123288,8.4267,-12.3123287671233
"144",2007.7095890411,5.2416,-12.2904109589042
"145",2007.88493150685,6.1614,-12.1150684931506
"146",2007.92876712329,5.5971,-12.0712328767124
"147",2007.99178082192,6.2352,-12.0082191780823
"148",2008.03551912568,5.3739,-11.9644808743169
"149",2008.06010928962,4.0842,-11.9398907103825
"150",2008.12568306011,6.3009,-11.8743169398906
"151",2008.1912568306,2.9637,-11.8087431693989
"152",2008.21038251366,3.7278,-11.7896174863388
"153",2008.27868852459,2.6109,-11.7213114754099
"154",2008.29781420765,3.2958,-11.7021857923498
"155",2008.34153005464,4.0383,-11.6584699453551
"156",2008.36612021858,2.4201,-11.6338797814208
"157",2008.40983606557,2.232,-11.5901639344263
"158",2008.45355191257,2.0637,-11.5464480874316
"159",2008.77868852459,8.9505,-11.2213114754099
"160",2008.86612021858,7.3854,-11.1338797814208
"161",2008.86885245902,8.7795,-11.1311475409836
"162",2008.97540983607,7.92,-11.0245901639344
"163",2009.06575342466,4.2498,-10.9342465753425
"164",2009.1095890411,3.5901,-10.8904109589041
"165",2009.12876712329,4.6503,-10.8712328767124
"166",2009.13150684931,5.5458,-10.868493150685
"167",2009.19726027397,3.3795,-10.8027397260273
"168",2009.21643835616,4.32,-10.7835616438356
"169",2009.30410958904,3.2625,-10.695890410959
"170",2009.32876712329,3.9267,-10.6712328767123
"171",2009.41643835616,2.9682,-10.5835616438355
"172",2009.4602739726,2.7036,-10.5397260273974
"173",2009.47945205479,3.393,-10.5205479452054
"174",2009.69863013699,8.5743,-10.3013698630136
"175",2009.92054794521,8.8128,-10.0794520547945
"176",2009.98630136986,5.0859,-10.013698630137
"177",2010.07123287671,6.5808,-9.92876712328757
"178",2010.09315068493,5.1615,-9.90684931506848
"179",2010.09589041096,6.723,-9.90410958904113
"180",2010.13698630137,4.6386,-9.86301369863008
"181",2010.1397260274,6.507,-9.86027397260273
"182",2010.16164383562,3.6972,-9.83835616438364
"183",2010.18082191781,4.122,-9.81917808219168
"184",2010.26849315068,3.6576,-9.73150684931511
"185",2010.33698630137,3.0114,-9.66301369863004
"186",2010.51232876712,3.1014,-9.48767123287666
"187",2010.57534246575,8.9739,-9.42465753424653
"188",2010.75342465753,10.3158,-9.2465753424658
"189",2010.86301369863,5.9976,-9.13698630136992
"190",2010.88493150685,8.4681,-9.1150684931506
"191",2010.90410958904,8.1981,-9.09589041095887
"192",2010.95068493151,4.9986,-9.04931506849312
"193",2010.97260273973,8.0532,-9.02739726027403
"194",2011.01643835616,6.3999,-8.98356164383563
"195",2011.0602739726,5.9445,-8.93972602739723
"196",2011.10410958904,5.6484,-8.89589041095883
"197",2011.12328767123,5.1057,-8.8767123287671
"198",2011.12602739726,3.1275,-8.87397260273974
"199",2011.14520547945,5.0076,-8.85479452054801
"200",2011.18904109589,3.9978,-8.81095890410961
"201",2011.19178082192,4.7529,-8.80821917808225
"202",2011.23287671233,3.5037,-8.76712328767121
"203",2011.23561643836,4.0959,-8.76438356164385
"204",2011.27671232877,3.8763,-8.72328767123281
"205",2011.32054794521,3.2688,-8.67945205479441
"206",2011.40821917808,3.1284,-8.59178082191784
"207",2011.45205479452,3.0753,-8.54794520547944
"208",2011.47671232877,4.95,-8.52328767123277
"209",2011.49589041096,2.9448,-8.50410958904104
"210",2011.5397260274,4.1166,-8.46027397260264
"211",2011.58356164384,4.6998,-8.41643835616446
"212",2011.60821917808,3.8196,-8.39178082191779
"213",2011.67123287671,7.2828,-8.32876712328766
"214",2011.7397260274,6.1479,-8.26027397260282
"215",2011.80273972603,8.2962,-8.19726027397269
"216",2011.84657534247,9.2115,-8.15342465753429
"217",2011.93424657534,6.5124,-8.06575342465749
"218",2011.97808219178,5.7474,-8.02191780821909
"219",2012.10928961749,5.4333,-7.89071038251359
"220",2012.24043715847,4.5522,-7.75956284152994
"221",2012.2650273224,2.6712,-7.73497267759558
"222",2012.28415300546,3.7665,-7.71584699453547
"223",2012.3087431694,2.7522,-7.69125683060111
"224",2012.32786885246,4.4676,-7.67213114754099
"225",2012.37158469945,3.7332,-7.62841530054652
"226",2012.65846994536,4.9059,-7.34153005464486
"227",2012.72131147541,8.1234,-7.27868852459005
"228",2012.85245901639,8.3214,-7.14754098360663
"229",2012.93989071038,7.4286,-7.06010928961746
"230",2012.96448087432,5.1237,-7.03551912568309
