"","dates","areas","time"
"1",1999.6,16.5492,-20.4000000000001
"2",1999.86301369863,19.4355,-20.1369863013699
"3",1999.95068493151,18.8505,-20.0493150684931
"4",2000.12568306011,15.9714,-19.8743169398906
"5",2000.43169398907,12.1302,-19.5683060109291
"6",2000.73770491803,24.48,-19.2622950819673
"7",2000.95628415301,20.3679,-19.0437158469945
"8",2001.04383561644,19.4481,-18.9561643835616
"9",2001.13150684931,12.4992,-18.868493150685
"10",2001.17534246575,15.7419,-18.8246575342466
"11",2001.21917808219,14.229,-18.7808219178082
"12",2001.26301369863,15.7284,-18.7369863013698
"13",2001.43835616438,11.5263,-18.5616438356165
"14",2001.65753424658,20.3832,-18.3424657534247
"15",2001.94520547945,11.6703,-18.0547945205481
"16",2002.05205479452,16.0767,-17.9479452054795
"17",2002.18356164384,15.6951,-17.8164383561643
"18",2002.22739726027,15.5052,-17.7726027397259
"19",2002.35890410959,9.8298,-17.641095890411
"20",2002.57808219178,14.742,-17.4219178082192
"21",2003.01643835616,19.6452,-16.9835616438356
"22",2003.14794520548,19.9206,-16.8520547945207
"23",2003.19178082192,16.1991,-16.8082191780823
"24",2003.27945205479,13.3659,-16.7205479452055
"25",2003.36712328767,13.0806,-16.6328767123289
"26",2003.58630136986,13.6269,-16.4136986301369
"27",2003.78356164384,25.7238,-16.2164383561644
"28",2003.78630136986,13.6557,-16.2136986301371
"29",2003.89315068493,20.0466,-16.1068493150685
"30",2003.89589041096,23.1138,-16.1041095890412
"31",2003.91506849315,22.2426,-16.0849315068492
"32",2003.93698630137,19.3032,-16.0630136986301
"33",2003.9397260274,19.6758,-16.0602739726028
"34",2004.09016393443,16.7805,-15.9098360655737
"35",2004.22404371585,4.6152,-15.7759562841529
"36",2004.24316939891,15.3504,-15.7568306010928
"37",2004.2650273224,15.3513,-15.7349726775956
"38",2004.3087431694,12.6693,-15.6912568306011
"39",2004.37431693989,10.7955,-15.6256830601094
"40",2004.37704918033,11.1618,-15.622950819672
"41",2004.43989071038,10.6713,-15.5601092896175
"42",2004.52732240437,11.7099,-15.4726775956285
