"","dates","areas","time"
"1",1993.43835616438,15.7509,-26.5616438356165
"2",1994.40273972603,15.6942,-25.5972602739726
"3",1994.57808219178,13.8069,-25.4219178082192
"4",1994.66575342466,12.8556,-25.3342465753424
"5",1995.36712328767,15.6357,-24.6328767123289
"6",1997.51232876712,15.4773,-22.4876712328767
"7",1997.68767123288,12.5829,-22.3123287671233
"8",2000.64480874317,13.8051,-19.3551912568305
"9",2001.56438356164,14.0661,-18.4356164383562
"10",2002.44109589041,15.7896,-17.5589041095891
"11",2004.36885245902,14.6592,-15.6311475409836
"12",2005.68219178082,12.5676,-14.317808219178
"13",2006.60273972603,12.132,-13.3972602739725
"14",2006.6904109589,12.7134,-13.3095890410959
"15",2007.65479452055,12.7917,-12.345205479452
"16",2007.69863013699,11.88,-12.3013698630136
"17",2007.74246575342,11.6289,-12.2575342465752
"18",2007.78630136986,10.467,-12.2136986301371
"19",2008.5737704918,12.0861,-11.4262295081967
"20",2008.70491803279,12.7377,-11.295081967213
"21",2009.53698630137,14.8797,-10.4630136986302
"22",2010.54520547945,14.4729,-9.45479452054792
"23",2010.56712328767,15.5718,-9.43287671232883
"24",2011.31232876712,15.7221,-8.68767123287671
"25",2011.64109589041,12.3111,-8.35890410958905
"26",2011.68493150685,12.0456,-8.31506849315065
"27",2013.3698630137,15.7824,-6.6301369863013
"28",2013.41369863014,15.777,-6.58630136986312
"29",2013.43561643836,14.625,-6.56438356164381
"30",2013.69863013699,12.1383,-6.30136986301363
"31",2013.74246575342,11.3832,-6.25753424657523
"32",2013.76438356164,11.5155,-6.23561643835615
"33",2014.15890410959,14.3226,-5.841095890411
"34",2014.24657534247,15.5304,-5.7534246575342
"35",2014.59726027397,14.1606,-5.40273972602745
"36",2015.03561643836,14.7024,-4.9643835616439
"37",2015.38630136986,15.7797,-4.61369863013692
"38",2015.62739726027,12.3885,-4.37260273972606
"39",2016.04371584699,15.3702,-3.95628415300553
"40",2016.17486338798,14.2767,-3.82513661202188
"41",2016.34972677596,15.786,-3.65027322404376
"42",2016.65573770492,13.4658,-3.34426229508199
"43",2016.72131147541,11.8926,-3.27868852459005
"44",2016.74316939891,12.0879,-3.25683060109282
"45",2017.22465753425,15.8085,-2.77534246575351
"46",2017.26849315068,15.7446,-2.73150684931511
"47",2017.2904109589,14.4774,-2.7095890410958
"48",2017.31232876712,15.7455,-2.68767123287671
"49",2017.35616438356,15.7689,-2.64383561643831
"50",2017.68493150685,12.1248,-2.31506849315065
"51",2018.27671232877,15.7563,-1.72328767123281
"52",2018.32054794521,15.7158,-1.67945205479441
"53",2018.40821917808,15.8076,-1.59178082191784
"54",2018.60547945205,13.1967,-1.39452054794515
"55",2018.62739726027,13.3776,-1.37260273972606
"56",2018.64931506849,12.6666,-1.35068493150675
"57",2018.67123287671,12.5082,-1.32876712328766
"58",2019.32876712329,15.7995,-0.671232876712338
"59",2019.4602739726,15.7653,-0.539726027397364
"60",2019.70136986301,12.069,-0.298630136986276
"61",2019.72328767123,11.5578,-0.276712328767189
"62",2019.98630136986,11.4894,-0.0136986301370143
